@relation 'flchain'
@attribute 'age' numeric
@attribute 'sex' {'F','M'}
@attribute 'sample.yr' numeric
@attribute 'kappa' numeric
@attribute 'lambda' numeric
@attribute 'flc.grp' {'1','10','2','3','4','5','6','7','8','9'}
@attribute 'mgus' {'0','1'}
@attribute 'time' numeric
@attribute 'status' numeric
@data
74,"M",1998,1.59,1.78,"7","0",33,0
51,"F",1996,0.54,2.06,"5","0",4893,0
81,"F",1996,1.49,1.25,"5","0",3065,1
79,"F",1997,1.07,1.66,"5","0",845,1
54,"M",1998,3.37,3.58,"10","0",3749,1
53,"M",1998,0.639,0.924,"1","0",4052,0
66,"M",1996,2.37,2.06,"9","0",2193,1
52,"M",1996,1.2,1.32,"4","0",4605,0
64,"F",2001,2.36,2.65,"10","0",2829,0
55,"F",1996,0.7,1.16,"2","0",4808,0
67,"F",1996,1.31,1.15,"4","0",4598,0
74,"F",1996,2.12,1.88,"9","0",4680,0
70,"M",1996,2.48,2.32,"10","0",4689,0
70,"F",1996,0.82,0.97,"2","0",527,1
79,"F",1996,3.02,5.85,"10","0",175,1
57,"M",1997,1.01,1.11,"3","0",4216,0
77,"F",1997,1.6,1.58,"7","0",4412,0
68,"M",1996,1.11,1.32,"4","0",4788,0
78,"F",1997,0.845,1.22,"2","0",4467,0
70,"M",1995,1.2,1.22,"4","0",4967,0
50,"M",2000,1.65,1.97,"8","0",3121,0
50,"M",1998,1.53,1.38,"6","0",3976,0
66,"M",1998,1.44,1.77,"7","0",3703,0
87,"F",1998,2.42,2.4,"10","0",303,1
67,"M",1998,1.21,1.5,"5","0",1121,1
67,"F",1997,1.54,1.44,"6","0",4514,0
83,"M",1996,0.67,1.08,"1","0",4629,1
52,"M",1996,1.35,1.33,"5","0",4586,0
66,"M",1999,0.728,1.09,"2","0",3728,0
83,"M",1996,1.53,1.04,"5","0",4878,0
53,"F",1997,0.705,1.25,"2","0",4547,0
59,"F",1996,0.426,1.32,"1","0",4619,0
69,"M",1996,3.37,3.26,"10","0",4873,0
61,"F",1996,2.78,2.98,"10","0",4663,0
86,"F",1997,1.04,0.858,"2","0",1548,1
84,"F",1997,1.6,2.12,"8","0",3056,1
79,"F",1997,1.25,1.87,"7","0",4341,0
60,"F",1996,1.3,2.08,"8","0",4864,0
78,"F",1996,1.04,1.4,"4","0",986,1
68,"F",1995,2.59,2.13,"10","0",4978,0
66,"M",2003,2.29,2.39,"9","0",2295,0
53,"F",1995,0.98,1.06,"2","0",2628,1
63,"M",2003,1.21,1.24,"4","0",2198,0
52,"M",2003,1.03,1.21,"3","0",2241,0
54,"M",1996,0.94,1.2,"3","0",4869,0
58,"F",2000,2.99,3.09,"10","0",1834,1
52,"F",1997,1.52,1.1,"5","0",4201,0
81,"F",1996,1.73,1.63,"7","0",732,1
72,"M",1996,0.7,1.3,"2","0",1450,1
55,"F",1995,1.57,1.29,"6","0",2287,1
58,"M",1998,1.4,1.23,"5","0",1744,1
53,"F",1997,3.71,3.89,"10","0",4232,0
63,"F",1998,1.49,1.32,"6","0",4180,0
67,"M",1996,1.22,1.41,"5","0",4813,0
52,"F",2002,1.55,1.65,"7","0",2464,0
62,"M",1995,2.15,1.86,"9","0",4988,0
52,"F",1998,0.92,1.55,"4","0",4177,0
57,"F",1998,1.94,2.03,"9","0",4101,0
88,"F",1996,2.49,2.09,"9","0",2333,0
57,"F",1999,1.09,1.24,"3","0",3631,0
58,"M",1998,1.17,1.12,"3","0",4138,0
53,"M",1999,1.46,1.1,"5","0",3582,0
55,"M",1997,1.61,2.43,"9","0",4546,0
75,"F",1996,0.65,0.968,"1","0",4703,0
51,"F",1995,1.86,1.67,"8","0",4977,0
72,"F",1997,0.761,1.58,"4","0",4551,0
77,"F",1999,3.09,1.98,"10","0",3453,1
55,"M",2003,1.47,1.68,"7","0",2213,0
59,"F",2001,1.44,0.99,"4","0",3087,0
82,"F",1997,1.84,1.87,"8","0",3253,1
65,"M",2003,1.96,1.41,"7","0",2276,0
90,"F",1996,0.83,1.4,"3","0",667,1
53,"M",2000,0.675,0.778,"1","0",3110,1
50,"F",1996,1.01,1.13,"3","0",4724,0
54,"F",1996,0.863,1.28,"3","0",4703,0
72,"F",2003,2.16,2.46,"9","0",2274,0
68,"M",1998,3.22,5.38,"10","0",379,1
59,"F",1998,1.34,1.64,"6","0",4046,0
52,"F",1996,0.98,1.89,"6","0",4551,0
63,"M",1995,1.45,1.41,"6","0",4985,0
72,"F",1996,0.24,0.194,"1","0",2017,1
79,"F",1996,0.3,0.48,"1","0",3945,1
50,"M",1996,1.11,1.24,"4","0",4698,0
63,"M",1997,0.972,1.76,"5","0",4276,0
63,"M",1995,3.17,4.5,"10","0",975,1
72,"M",1996,1.53,1.79,"7","0",2870,1
50,"M",1999,3.17,2.45,"10","0",875,0
72,"M",1996,0.33,0.88,"1","0",4486,1
63,"M",1996,1.2,1.34,"4","0",4514,1
67,"F",1998,1.48,1.79,"7","0",4157,0
59,"F",1996,1.53,1.23,"5","0",4625,0
52,"F",1996,0.51,1.04,"1","0",4904,0
89,"F",1997,0.623,1.3,"2","0",2184,1
50,"F",1998,2.1,1.79,"9","0",3212,1
58,"M",1996,1.15,0.99,"3","0",4111,1
51,"M",1995,1.82,3.12,"10","0",1587,1
82,"F",1996,1.57,1.51,"7","0",4710,1
81,"F",1996,1.24,2.54,"8","0",1454,1
66,"F",1995,1.29,1.76,"6","0",4932,0
51,"M",1995,1.29,1.13,"4","0",4990,0
76,"F",1996,0.63,1.52,"3","0",4908,0
68,"M",1996,1.74,1.91,"8","0",2732,1
73,"F",1996,1.46,1.31,"5","0",4694,0
66,"M",1996,0.78,1.22,"2","0",4656,0
68,"F",1996,1.59,1.86,"8","0",4648,0
64,"M",1997,1.57,1.85,"8","0",4280,0
50,"M",1999,0.891,1.17,"2","0",3486,0
50,"F",1996,1.1,1.15,"3","0",4766,0
70,"F",1995,2.52,2.06,"9","0",5073,0
92,"F",1997,1.69,1.91,"8","0",1584,1
75,"M",1995,1.26,1.56,"6","0",5103,0
54,"F",1998,1.15,0.427,"1","1",4095,0
63,"M",1995,2.27,3.52,"10","0",1714,1
69,"M",1995,1.75,2.65,"9","0",4961,0
61,"F",1997,1.07,1.48,"4","0",4278,0
64,"F",1995,2.36,2.5,"10","0",4991,0
56,"F",1997,0.861,0.534,"1","0",4219,0
74,"F",1996,1.46,1.74,"7","0",4687,0
65,"M",2000,2.01,3.01,"10","0",1682,1
97,"F",1996,2.04,3.06,"10","0",108,1
55,"M",1997,0.719,0.332,"1","1",2941,0
70,"F",1996,0.44,1.21,"1","0",2229,0
57,"F",1995,1.5,1.48,"6","0",1499,0
50,"F",2000,0.755,1.28,"2","0",3165,0
74,"F",1998,2.16,2.06,"9","0",3834,0
69,"F",1997,1.4,1.23,"5","0",4408,0
74,"F",1996,1.21,1.65,"6","0",4639,0
73,"F",1996,1.29,1.54,"6","0",4816,0
50,"F",1995,1.06,3.25,"9","0",3835,0
68,"M",1996,1.06,1.37,"4","0",2647,1
51,"M",2001,1.32,1.17,"4","0",16,0
52,"M",1996,1.2,1.14,"4","0",3512,1
53,"F",1996,1.01,1.39,"4","0",4572,0
50,"M",1995,1.12,1.46,"5","0",4143,0
59,"F",1996,1.39,1.23,"5","0",4894,0
66,"F",1996,1.52,1.88,"8","0",4584,0
66,"F",1997,1.56,2.37,"9","0",4544,0
59,"M",1995,1.02,1.39,"4","0",4947,0
51,"M",1996,0.812,1.08,"2","0",4227,0
60,"M",1996,2.12,2.06,"9","0",4911,0
58,"F",1996,1.74,1.28,"6","0",7,0
52,"F",1996,0.999,1.31,"3","0",4639,0
67,"M",1996,1.23,1.24,"4","0",3727,1
63,"M",2003,1.73,1.91,"8","0",2218,0
59,"M",2000,1.24,1.36,"5","0",3211,0
57,"F",1996,0.78,1.71,"4","0",4712,0
69,"M",1996,0.944,1.33,"3","0",342,1
67,"F",2003,1.35,3.58,"10","0",2202,0
54,"M",1996,0.61,0.57,"1","0",4855,0
82,"M",1996,3.02,2.78,"10","0",1353,1
50,"M",1996,1.25,1.78,"6","0",4859,0
92,"M",1997,1.66,1.51,"7","0",1457,1
73,"F",1997,1.15,1.11,"3","0",4556,0
65,"M",1996,1.56,1.51,"7","0",4504,0
68,"M",1997,1.24,1.4,"5","0",4365,0
63,"F",1996,1.04,0.992,"2","0",4759,0
54,"M",1996,0.47,0.53,"1","0",4851,0
59,"F",1997,2.52,3.25,"10","0",4554,0
52,"F",1997,1.03,1.32,"4","0",4535,0
67,"F",1995,0.89,1.26,"3","0",3770,1
54,"F",1996,1.21,1.09,"3","0",4654,0
63,"M",1996,0.45,1.04,"1","0",1146,0
63,"F",2000,1.74,1.69,"8","0",3429,0
55,"F",1996,1.3,0.971,"3","0",4613,0
74,"F",1996,1.74,1.69,"8","0",1292,1
63,"M",1995,1.21,2.48,"8","0",2346,1
61,"M",1996,2.33,1.89,"9","0",4905,0
66,"M",2000,1.4,1.77,"7","0",3302,0
64,"M",1997,1.35,1.53,"6","0",4428,0
53,"M",1995,1.16,1.72,"6","0",4949,0
56,"M",1997,0.337,0.306,"1","0",4215,0
58,"F",1996,0.69,0.8,"1","0",4649,0
58,"F",1995,0.89,1.17,"2","0",4932,0
54,"F",1997,0.73,0.934,"1","0",4464,0
69,"M",1995,2.01,1.68,"8","0",4975,0
88,"M",1998,4.02,4.78,"10","0",1717,1
61,"M",1996,1.09,2.2,"7","0",4893,0
61,"F",1996,1.08,1.24,"3","0",4920,0
66,"M",1995,0.82,2.4,"7","0",4971,0
74,"F",1997,2.13,2.5,"9","0",4498,0
50,"F",1996,1.47,1.25,"5","0",4624,0
57,"F",1996,1.64,1.38,"6","0",4607,0
70,"M",1996,1.78,4.41,"10","0",4539,0
76,"F",1997,1.74,1.52,"7","0",4443,0
70,"F",1997,1.23,2.05,"7","0",3083,1
57,"F",2002,2.28,1.74,"9","0",762,0
65,"M",1997,0.828,1.16,"2","0",4256,0
76,"M",1996,11.9,12.3,"10","0",767,1
55,"F",2000,1.36,0.503,"2","1",3340,0
88,"F",1996,1.3,1.09,"4","0",4033,1
62,"F",1995,1.37,1.94,"7","0",4978,0
56,"M",1995,1.1,1.66,"5","0",5081,0
83,"F",1996,3.49,6.48,"10","0",3547,1
70,"M",1997,2.2,2.01,"9","0",4425,0
79,"M",1997,1.48,2.91,"9","0",2426,1
69,"M",1996,1.45,1.78,"7","0",2477,0
62,"M",2000,0.812,0.885,"1","0",3122,0
52,"F",2002,2.12,1.94,"9","0",2489,0
62,"F",1996,1.98,1.89,"9","0",4654,0
73,"M",1996,1.22,2.34,"8","0",1719,1
68,"F",1996,1.6,2.05,"8","0",4369,1
72,"F",1996,1.13,0.57,"1","1",2021,1
69,"M",1995,1.18,2.27,"8","0",4939,0
68,"M",1996,0.77,0.582,"1","0",3949,1
85,"F",1996,1.98,1.52,"8","0",1448,1
62,"M",1997,0.264,0.426,"1","0",4259,0
74,"F",1995,0.9,1.85,"5","0",4380,1
61,"M",1996,2.06,2.39,"9","0",4864,0
51,"M",1997,0.796,0.368,"1","1",4303,0
57,"M",1997,1.23,2.01,"7","0",4440,0
77,"F",2001,2.73,3.61,"10","0",727,1
50,"F",1996,1.1,2.2,"7","0",4843,0
68,"M",1996,0.94,1.14,"2","0",3716,0
72,"F",1996,1.79,1.83,"8","0",4785,0
54,"F",1999,0.733,0.854,"1","0",3561,0
74,"F",1997,0.797,0.994,"2","0",4249,0
62,"M",1996,1.45,1.59,"6","0",4808,0
56,"F",1996,1.03,1.75,"5","0",2676,1
79,"M",1996,1.07,2.12,"7","0",359,1
64,"F",1996,1.13,1.36,"4","0",4828,0
65,"M",2001,1.18,1.71,"6","0",2975,0
61,"F",1997,0.199,0.259,"1","0",4242,0
52,"F",1997,1.09,1.09,"3","0",4227,0
63,"M",1999,1.92,1.89,"8","0",3807,0
56,"F",1995,0.89,1.33,"3","0",3545,1
61,"F",1999,0.665,1.11,"2","0",3666,0
51,"M",1996,1.1,1.08,"3","0",4607,0
72,"M",1996,1.79,2.16,"9","0",4778,0
65,"F",1997,1.58,1.77,"7","0",4498,0
95,"F",1997,1.88,2.43,"9","0",874,1
83,"F",1997,2.13,2.02,"9","0",3396,0
63,"M",1996,2.32,1.82,"9","0",4921,0
71,"F",2001,1.39,1.38,"5","0",3013,0
57,"M",1998,1.83,1.7,"8","0",4152,0
64,"M",1996,2.07,2.13,"9","0",2073,0
65,"F",1996,1.83,1.57,"8","0",4893,0
82,"F",1997,1.54,1.55,"7","0",4402,0
56,"F",1997,0.798,1.21,"2","0",4415,0
51,"M",1996,0.305,0.364,"1","0",4711,0
58,"M",1997,1.76,1.37,"7","0",2357,0
54,"F",1996,0.942,1.48,"4","0",4592,0
57,"M",1995,1.31,1.79,"7","0",4947,0
60,"F",1996,3.06,3.06,"10","0",4919,0
62,"F",1997,1.05,0.874,"2","0",4437,0
51,"M",2001,4.21,4.32,"10","0",2869,0
56,"M",1995,4.45,4.04,"10","0",3420,0
54,"M",1996,0.93,1.27,"3","0",1836,0
55,"F",1995,1.81,1.76,"8","0",4990,0
58,"F",1997,1.22,0.856,"2","0",2708,1
51,"M",1996,0.63,1.25,"2","0",4385,0
64,"F",1997,0.947,0.313,"1","1",4452,0
72,"M",1996,0.76,1.46,"3","0",4822,0
64,"M",1995,0.9,1.29,"3","0",5002,0
74,"F",1996,1.3,1.67,"6","0",4858,0
64,"F",1996,1.14,1.93,"7","0",4771,0
61,"F",1997,0.716,1.02,"1","0",3876,1
54,"F",1998,0.964,1.17,"3","0",4039,0
61,"F",1996,0.85,1.19,"2","0",4892,0
56,"M",2000,1.77,2.82,"9","0",3130,0
51,"F",1997,0.99,3.26,"9","0",4464,0
75,"M",1995,2.96,3.42,"10","0",3392,1
54,"F",1997,0.284,0.451,"1","0",4306,0
66,"M",1996,1.3,1.59,"6","0",3690,1
68,"F",1997,1.74,2.63,"9","0",4325,0
56,"F",1995,0.87,1.21,"2","0",4955,0
53,"F",1996,0.821,0.357,"1","1",4662,0
76,"M",1997,2.97,2.89,"10","0",4139,1
56,"F",1996,1.26,1.61,"6","0",4870,0
70,"F",1996,1.56,2.92,"9","0",4919,0
